Identificador,Tipo_de_subasta,Cuenta_expediente,Fecha_de_inicio,Fecha_de_conclusión,Cantidad_reclamda,Lotes,Anuncio_BOE,Valor_subasta,Tasación,Puja_mínima,Tramos_entre_pujas,Importe_del_depósito,id,Juzgado,Localidad
SUB-JV-2022-201533,JUDICIAL VOLUNTARIA,unknown,,,,Sin lotes,BOE-B-2022-35100,"314.423,47 ","0,00 ","220.096,43 €","6.288,47 ","15.721,17 ",131,JUZGADO 1ª INSTANCIA 1 , santander
SUB-AT-2022-22R1586001119,AGENCIA TRIBUTARIA,unknown,10-11-2022,30-11-2022,,Sin lotes,BOE-B-2022-34628,"104.280,59 ","110.377,88 ",Sin puja mínima,"2.000,00 ","5.214,02 ",242,U.R. SUBASTAS GALICIA , a coruna
SUB-AT-2022-22R1586001132,AGENCIA TRIBUTARIA,unknown,10-11-2022,30-11-2022,,Sin lotes,BOE-B-2022-34638,"7.993,06 ","68.041,34 ",Sin puja mínima,"500,00 ","399,65 ",245,U.R. SUBASTAS GALICIA , a coruna
SUB-AT-2022-22R4686001383,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34436,"21.018,41 ","61.496,08 ",Sin puja mínima,"500,00 ","1.050,92 ",416,U.R. SUBASTAS VALENCIA , valencia
SUB-AT-2022-22R4186001482,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34417,"150.649,08 ","150.649,08 ",Sin puja mínima,"2.000,00 ","7.532,45 ",417,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001469,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34416,"253.891,09 ","269.736,21 ",Sin puja mínima,"2.000,00 ","12.694,55 ",418,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001459,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34413,"29.768,90 ","29.768,90 ",Sin puja mínima,"500,00 ","1.488,44 ",419,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001451,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34412,"30.669,64 ","30.669,64 ",Sin puja mínima,"1.000,00 ","1.533,48 ",420,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001450,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34411,"107.142,43 ","165.812,68 ",Sin puja mínima,"2.000,00 ","5.357,12 ",421,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001448,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34409,"75.882,21 ","75.882,21 ",Sin puja mínima,"2.000,00 ","3.794,11 ",422,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R4186001420,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34407,"142.139,34 ","142.139,34 ",Sin puja mínima,"2.000,00 ","7.106,96 ",423,U.R. SUBASTAS ANDALUCIA 41 , sevilla
SUB-AT-2022-22R2886001537,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34392,"43.825,49 ","43.825,49 ",Sin puja mínima,"1.000,00 ","2.191,27 ",424,U.R. SUBASTAS MADRID , madrid
SUB-AT-2022-22R2886001373,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34390,"124.447,85 ","263.285,35 ",Sin puja mínima,"2.000,00 ","6.222,39 ",425,U.R. SUBASTAS MADRID , madrid
SUB-AT-2022-22R2886001279,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34396,"23.013,94 ","23.013,94 ",Sin puja mínima,"500,00 ","1.150,69 ",426,U.R. SUBASTAS MADRID , madrid
SUB-AT-2022-22R2886001229,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34389,"129.526,76 ","129.526,76 ",Sin puja mínima,"2.000,00 ","6.476,33 ",427,U.R. SUBASTAS MADRID , madrid
SUB-AT-2022-22R0886001371,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34381,"205.139,72 ","321.111,31 ",Sin puja mínima,"2.000,00 ","10.256,98 ",428,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001367,AGENCIA TRIBUTARIA,unknown,08-11-2022,28-11-2022,,Sin lotes,BOE-B-2022-34384,"82.047,91 ","82.047,91 ",Sin puja mínima,"2.000,00 ","4.102,39 ",429,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R4586001263,AGENCIA TRIBUTARIA,unknown,03-11-2022,23-11-2022,,Sin lotes,BOE-B-2022-33835,"105.372,82 ","132.501,11 ",Sin puja mínima,"2.000,00 ","5.268,64 ",467,U.R. SUBASTAS CASTILLA,mancha - toledo
SUB-AT-2022-22R4586001256,AGENCIA TRIBUTARIA,unknown,01-11-2022,21-11-2022,,Sin lotes,BOE-B-2022-33652,"103.744,85 ","103.744,85 ",Sin puja mínima,"2.000,00 ","5.187,24 ",491,U.R. SUBASTAS CASTILLA,mancha - toledo
SUB-AT-2022-22R4586001248,AGENCIA TRIBUTARIA,unknown,01-11-2022,21-11-2022,,Sin lotes,BOE-B-2022-33557,"25.386,34 ","46.871,46 ",Sin puja mínima,"500,00 ","1.269,31 ",493,U.R. SUBASTAS CASTILLA,mancha - toledo
